trade_date,close,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,turnover_rate,volume_ratio,total_share,float_share,free_share,total_mv,circ_mv
20260303,10.82,109.1811,98.5195,2.8876,1.6675,1.3745,0.3154,0.3154,5.0143,1.02,116222.37,116222.37,42921.6044,1257526.0434,1257526.0434
20260304,11.06,111.6029,100.7047,2.9517,1.7045,1.405,0.3086,0.3086,4.7847,1.0,116222.37,116222.37,42921.6044,1285419.4122,1285419.4122
20260305,11.82,119.2718,107.6248,3.1545,1.8217,1.5015,0.2887,0.2887,7.8004,1.6,116222.37,116222.37,42921.6044,1373748.4134,1373748.4134
20260306,11.44,115.4374,104.1648,3.0531,1.7631,1.4532,0.2983,0.2983,6.2504,1.08,116222.37,116222.37,42921.6044,1329583.9128,1329583.9128
20260309,11.2,113.0156,101.9795,2.989,1.7261,1.4227,0.3047,0.3047,4.7945,0.83,116222.37,116222.37,42921.6044,1301690.544,1301690.544
20260310,12.0,121.0881,109.2637,3.2025,1.8494,1.5244,0.2844,0.2844,8.3735,1.46,116222.37,116222.37,42921.6044,1394668.44,1394668.44
20260311,11.85,119.5745,107.8979,3.1625,1.8263,1.5053,0.288,0.288,8.1177,1.27,116222.37,116222.37,42921.6044,1377235.0845,1377235.0845
20260312,11.62,117.2537,105.8037,3.1011,1.7908,1.4761,0.2937,0.2937,5.2985,0.75,116222.37,116222.37,42921.6044,1350503.9394,1350503.9394
20260313,10.94,110.392,99.6121,2.9197,1.686,1.3897,0.312,0.312,4.9671,0.76,116222.37,116222.37,42921.6044,1271472.7278,1271472.7278
20260316,10.6,106.9612,96.5163,2.8289,1.6336,1.3465,0.322,0.322,5.327,0.84,116222.37,116222.37,42921.6044,1231957.122,1231957.122
20260317,9.92,100.0995,90.3247,2.6474,1.5288,1.2601,0.344,0.344,5.4726,0.85,116222.37,116222.37,42921.6044,1152925.9104,1152925.9104
20260318,9.73,98.1823,88.5947,2.5967,1.4996,1.236,0.3508,0.3508,3.7612,0.64,116222.37,116222.37,42921.6044,1130843.6601,1130843.6601
20260319,9.4,94.8524,85.5899,2.5087,1.4487,1.1941,0.3631,0.3631,2.6629,0.54,116222.37,116222.37,42921.6044,1092490.278,1092490.278
20260320,9.18,92.6324,83.5868,2.4499,1.4148,1.1661,0.3718,0.3718,2.2628,0.51,116222.37,116222.37,42921.6044,1066921.3566,1066921.3566
20260323,8.87,89.5043,80.7641,2.3672,1.367,1.1268,0.3848,0.3848,3.0433,0.78,116222.37,116222.37,42921.6044,1030892.4219,1030892.4219
20260324,9.76,98.485,88.8678,2.6047,1.5042,1.2398,0.3497,0.3497,4.0477,1.18,116222.37,116222.37,42921.6044,1134330.3312,1134330.3312
20260325,9.81,98.9896,89.3231,2.6181,1.5119,1.2462,0.3479,0.3479,7.4911,2.37,116222.37,116222.37,42921.6044,1140141.4497,1140141.4497
20260326,9.42,95.0542,85.772,2.514,1.4518,1.1966,0.3623,0.3623,4.734,1.21,116222.37,116222.37,42921.6044,1094814.7254,1094814.7254
20260327,9.39,94.7515,85.4989,2.506,1.4472,1.1928,0.3635,0.3635,3.0356,0.7,116222.37,116222.37,42921.6044,1091328.0543,1091328.0543
20260330,9.3,93.8433,84.6794,2.482,1.4333,1.1814,0.367,0.367,2.3989,0.54,116222.37,116222.37,42921.6044,1080868.041,1080868.041
20260331,9.07,67.265,67.265,2.3967,1.011,1.011,0.3763,0.3763,2.401,0.55,116222.37,116222.37,42921.6044,1054136.8959,1054136.8959
20260401,9.25,68.6,68.6,2.4442,1.0311,1.0311,0.369,0.369,2.2393,0.56,116222.37,116222.37,42921.6044,1075056.9225,1075056.9225
20260402,8.98,66.5976,66.5976,2.3729,1.001,1.001,0.38,0.38,2.0208,0.68,116222.37,116222.37,42921.6044,1043676.8826,1043676.8826
20260403,8.67,64.2986,64.2986,2.291,0.9665,0.9665,0.3936,0.3936,2.043,0.84,116222.37,116222.37,42921.6044,1007647.9479,1007647.9479
20260407,8.75,64.8918,64.8918,2.3121,0.9754,0.9754,0.39,0.39,1.458,0.66,116222.37,116222.37,42921.6044,1016945.7375,1016945.7375
20260408,9.32,69.1191,69.1191,2.4627,1.0389,1.0389,0.3662,0.3662,2.3514,1.16,116222.37,116222.37,42921.6044,1083192.4884,1083192.4884
20260409,9.13,67.71,67.71,2.4125,1.0177,1.0177,0.3738,0.3738,1.6329,0.81,116222.37,116222.37,42921.6044,1061110.2381,1061110.2381
20260410,9.17,68.0067,68.0067,2.4231,1.0222,1.0222,0.3722,0.3722,1.3553,0.71,116222.37,116222.37,42921.6044,1065759.1329,1065759.1329
20260413,9.32,69.1191,69.1191,2.4627,1.0389,1.0389,0.3662,0.3662,1.8291,1.03,116222.37,116222.37,42921.6044,1083192.4884,1083192.4884
20260414,9.27,68.7483,68.7483,2.4495,1.0333,1.0333,0.3682,0.3682,1.469,0.85,116222.37,116222.37,42921.6044,1077381.3699,1077381.3699
20260415,9.29,68.8966,68.8966,2.4548,1.0356,1.0356,0.3674,0.3674,2.7582,1.6,116222.37,116222.37,42921.6044,1079705.8173,1079705.8173
20260416,9.42,69.8607,69.8607,2.4891,1.0501,1.0501,0.3623,0.3623,1.9832,1.1,116222.37,116222.37,42921.6044,1094814.7254,1094814.7254
20260417,9.59,71.1215,71.1215,2.5341,1.069,1.069,0.3559,0.3559,2.4928,1.33,116222.37,116222.37,42921.6044,1114572.5283,1114572.5283
20260420,9.57,70.9731,70.9731,2.5288,1.0668,1.0668,0.3566,0.3566,2.0126,0.96,116222.37,116222.37,42921.6044,1112248.0809,1112248.0809
20260421,9.51,70.5282,70.5282,2.5129,1.0601,1.0601,0.3589,0.3589,1.3883,0.65,116222.37,116222.37,42921.6044,1105274.7387,1105274.7387
20260422,9.52,70.6023,70.6023,2.5156,1.0612,1.0612,0.3585,0.3585,1.5713,0.74,116222.37,116222.37,42921.6044,1106436.9624,1106436.9624
20260423,9.4,69.7124,69.7124,2.4839,1.0478,1.0478,0.3631,0.3631,1.5179,0.8,116222.37,116222.37,42921.6044,1092490.278,1092490.278
20260424,9.26,68.6741,68.6741,2.4469,1.0322,1.0322,0.3686,0.3686,1.2955,0.72,116222.37,116222.37,42921.6044,1076219.1462,1076219.1462
20260427,9.33,69.1932,69.1932,2.4654,1.04,1.04,0.3658,0.3658,1.6058,1.03,116222.37,116222.37,42921.6044,1084354.7121,1084354.7121
20260428,8.98,66.5976,66.5976,2.3729,1.001,1.001,0.38,0.38,1.9055,1.29,116222.37,116222.37,42921.6044,1043676.8826,1043676.8826
20260429,9.09,67.4134,56.5292,2.4298,1.0133,1.0011,0.3754,0.3754,1.3804,0.87,116222.37,116222.37,42921.6044,1056461.3433,1056461.3433
20260430,8.86,65.7076,55.0989,2.3683,0.9876,0.9757,0.3852,0.3852,1.6427,1.07,116222.37,116222.37,42921.6044,1029730.1982,1029730.1982
20260506,8.97,66.5234,55.783,2.3977,0.9999,0.9878,0.3805,0.3805,1.6892,1.08,116222.37,116222.37,42921.6044,1042514.6589,1042514.6589
20260507,9.12,67.6358,56.7158,2.4378,1.0166,1.0044,0.3742,0.3742,1.554,0.94,116222.37,116222.37,42921.6044,1059948.0144,1059948.0144
20260508,9.16,67.9325,56.9646,2.4485,1.0211,1.0088,0.3726,0.3726,1.353,0.83,116222.37,116222.37,42921.6044,1064596.9092,1064596.9092
20260511,9.17,68.0067,57.0267,2.4512,1.0222,1.0099,0.3722,0.3722,1.6969,1.11,116222.37,116222.37,42921.6044,1065759.1329,1065759.1329
20260512,9.02,66.8942,56.0939,2.4111,1.0055,0.9933,0.3784,0.3784,1.8935,1.19,116222.37,116222.37,42921.6044,1048325.7774,1048325.7774
20260513,9.3,68.9708,57.8352,2.4859,1.0367,1.0242,0.367,0.367,3.1019,1.89,116222.37,116222.37,42921.6044,1080868.041,1080868.041
20260514,8.86,65.7076,55.0989,2.3683,0.9876,0.9757,0.3852,0.3852,2.2434,1.17,116222.37,116222.37,42921.6044,1029730.1982,1029730.1982
20260515,8.63,64.0019,53.6686,2.3068,0.962,0.9504,0.3955,0.3955,2.0206,0.98,116222.37,116222.37,42921.6044,1002999.0531,1002999.0531
20260518,8.59,63.7053,53.4198,2.2961,0.9575,0.946,0.3973,0.3973,1.3087,0.6,116222.37,116222.37,42921.6044,998350.1583,998350.1583
20260519,8.74,64.8177,54.3526,2.3362,0.9743,0.9625,0.3905,0.3905,1.2984,0.61,116222.37,116222.37,42921.6044,1015783.5138,1015783.5138
20260520,8.48,62.8895,52.7357,2.2667,0.9453,0.9339,0.4025,0.4025,1.5596,0.78,116222.37,116222.37,42921.6044,985565.6976,985565.6976
20260521,8.12,60.2196,50.497,2.1705,0.9051,0.8942,0.4203,0.4203,1.6435,0.97,116222.37,116222.37,42921.6044,943725.6444,943725.6444
20260522,8.25,61.1837,51.3054,2.2053,0.9196,0.9085,0.4137,0.4137,1.1683,0.75,116222.37,116222.37,42921.6044,958834.5525,958834.5525
20260525,8.28,61.4062,51.492,2.2133,0.923,0.9119,0.4122,0.4122,0.8807,0.63,116222.37,116222.37,42921.6044,962321.2236,962321.2236
20260526,8.12,60.2196,50.497,2.1705,0.9051,0.8942,0.4203,0.4203,1.082,0.83,116222.37,116222.37,42921.6044,943725.6444,943725.6444
20260527,8.03,59.5522,49.9373,2.1465,0.8951,0.8843,0.425,0.425,0.9686,0.76,116222.37,116222.37,42921.6044,933265.6311,933265.6311
20260528,8.08,59.923,50.2482,2.1598,0.9007,0.8898,0.4224,0.4224,1.0134,0.88,116222.37,116222.37,42921.6044,939076.7496,939076.7496
20260529,7.86,58.2914,48.8801,2.101,0.8762,0.8656,0.4342,0.4342,1.08,1.06,116222.37,116222.37,42921.6044,913507.8282,913507.8282
20260601,7.9,58.5881,49.1288,2.1117,0.8806,0.87,0.432,0.432,1.0154,1.01,116222.37,116222.37,42921.6044,918156.723,918156.723
20260602,7.66,56.8082,47.6363,2.0476,0.8539,0.8436,0.4455,0.4455,1.0457,1.01,116222.37,116222.37,42921.6044,890263.3542,890263.3542
20260603,7.58,56.2149,47.1388,2.0262,0.845,0.8348,0.4502,0.4502,1.0484,1.02,116222.37,116222.37,42921.6044,880965.5646,880965.5646
20260604,7.46,55.3249,46.3925,1.9941,0.8316,0.8215,0.4575,0.4575,1.0097,0.97,116222.37,116222.37,42921.6044,867018.8802,867018.8802
20260605,7.43,55.1024,46.206,1.9861,0.8282,0.8182,0.4593,0.4593,0.966,0.93,116222.37,116222.37,42921.6044,863532.2091,863532.2091
20260608,7.11,52.7293,44.2159,1.9005,0.7926,0.783,0.48,0.48,1.2688,1.25,116222.37,116222.37,42921.6044,826341.0507,826341.0507
20260609,7.15,53.0259,44.4647,1.9112,0.797,0.7874,0.4773,0.4773,0.7901,0.74,116222.37,116222.37,42921.6044,830989.9455,830989.9455
20260610,6.91,51.246,42.9722,1.8471,0.7703,0.761,0.4939,0.4939,1.0936,1.08,116222.37,116222.37,42921.6044,803096.5767,803096.5767
20260611,6.85,50.801,42.599,1.831,0.7636,0.7544,0.4982,0.4982,0.8808,0.86,116222.37,116222.37,42921.6044,796123.2345,796123.2345
20260612,6.98,51.7652,43.4075,1.8658,0.7781,0.7687,0.4889,0.4889,1.0337,1.03,116222.37,116222.37,42921.6044,811232.1426,811232.1426
20260615,7.11,52.7293,44.2159,1.9005,0.7926,0.783,0.48,0.48,0.869,0.86,116222.37,116222.37,42921.6044,826341.0507,826341.0507
20260616,7.19,53.3226,44.7134,1.9219,0.8015,0.7918,0.4747,0.4747,1.148,1.23,116222.37,116222.37,42921.6044,835638.8403,835638.8403
20260617,6.98,51.7652,43.4075,1.8658,0.7781,0.7687,0.4889,0.4889,1.1079,1.1,116222.37,116222.37,42921.6044,811232.1426,811232.1426
20260618,6.88,51.0235,42.7856,1.8391,0.7669,0.7577,0.496,0.496,0.8156,0.81,116222.37,116222.37,42921.6044,799609.9056,799609.9056
20260622,6.9,51.1719,42.91,1.8444,0.7692,0.7599,0.4946,0.4946,1.2113,1.22,116222.37,116222.37,42921.6044,801934.353,801934.353
20260623,6.81,50.5044,42.3503,1.8203,0.7591,0.75,0.5011,0.5011,1.013,0.98,116222.37,116222.37,42921.6044,791474.3397,791474.3397
20260624,6.74,49.9853,41.915,1.8016,0.7513,0.7423,0.5064,0.5064,0.7915,0.75,116222.37,116222.37,42921.6044,783338.7738,783338.7738
20260625,6.68,49.5403,41.5418,1.7856,0.7446,0.7356,0.5109,0.5109,0.8956,0.91,116222.37,116222.37,42921.6044,776365.4316,776365.4316
20260626,7.05,52.2843,43.8428,1.8845,0.7859,0.7764,0.4841,0.4841,3.5072,3.71,116222.37,116222.37,42921.6044,819367.7085,819367.7085
20260629,6.55,48.5762,40.7334,1.7508,0.7301,0.7213,0.521,0.7328,4.128,2.78,116222.37,116222.37,42921.6044,761256.5235,761256.5235
20260630,6.36,47.1671,39.5518,1.7001,0.709,0.7004,0.5366,0.7547,2.2535,1.09,116222.37,116222.37,42921.6044,739174.2732,739174.2732
20260701,6.43,47.6862,39.9871,1.7188,0.7168,0.7081,0.5308,0.7465,1.7876,0.77,116222.37,116222.37,42921.6044,747309.8391,747309.8391
20260702,6.31,46.7963,39.2409,1.6867,0.7034,0.6949,0.5409,0.7607,1.582,0.63,116222.37,116222.37,42921.6044,733363.1547,733363.1547
20260703,6.56,48.6503,40.7956,1.7535,0.7313,0.7224,0.5202,0.7317,1.7517,0.66,116222.37,116222.37,42921.6044,762418.7472,762418.7472
